Term,DocID,Positions
train,18,"[214, 223, 245, 337, 363, 565, 815, 1352, 1476, 1515, 1867, 1877, 1912, 1914, 1960, 2134, 2267, 2338, 2369, 2400, 2870, 3266, 3613]"
train,2,"[936, 986, 1122, 1259, 2402, 2461, 2473, 2496, 3639, 4192, 6214]"
train,21,"[2029, 2040, 3140, 3160, 3227, 4174, 4739, 5249, 6246]"
train,22,"[687, 697, 5889, 10109, 10790]"
train,23,"[790, 1093, 1107, 1146, 1168, 1213, 1227, 1327, 1351, 1420, 1426, 1558, 1736, 1941]"
train,24,"[875, 890]"
train,25,"[294, 319, 474, 546, 817, 1152, 1577, 1736, 1740, 1759, 2245, 2254, 3125, 3617]"
train,26,"[420, 459, 535, 940, 945, 954, 994, 1865, 2202, 2334, 2346, 2413, 2640, 2659, 2665, 2671, 2676, 2743, 2801, 2954, 3002, 3251, 3513, 3702, 5686, 5720]"
train,3,"[755, 1045, 1139, 1148, 1858]"
train,7,"[776, 4066, 4729, 4735, 5154, 6395, 6402, 6407, 6432, 6452, 6454, 6456, 6458, 6735, 8268, 8776, 8802, 9143, 9355, 9931, 9948, 9968, 10043, 10209, 10266, 11702, 12043, 12222, 12364, 12540, 15109, 15681, 17834, 17882, 17931, 18456, 19429, 19764, 19944, 20512, 20634, 20670, 20698, 20724, 21008, 21994, 22170, 22251, 22896, 23060, 23321, 23465, 24076, 24089, 25118, 25778, 26735, 27007]"
train,8,"[844, 921, 2870, 2975, 3043]"
strategi,1,"[3377, 3580, 4982, 8882]"
strategi,12,[12159]
strategi,15,"[100, 145, 515, 864, 898, 1279, 2657, 2712, 2723, 2879, 3082, 3448, 5366, 5393, 5435, 5453, 5508, 5548, 5622, 5990, 6026, 6048, 6118, 6492, 6510, 6637, 6660, 6790, 6819]"
strategi,16,"[4366, 4519, 4552, 4845, 4846, 4916, 5329, 5602, 9057]"
strategi,2,"[506, 1544, 2119, 2363, 2382, 2441, 3988]"
strategi,21,[3422]
strategi,22,"[968, 5129, 5670, 9542]"
strategi,24,"[506, 551, 620, 1668, 2074, 2207]"
strategi,26,"[80, 209, 2330, 3801, 3886, 4646, 4654, 4685, 4821, 4981, 5188, 5210]"
strategi,3,[1338]
strategi,7,"[4139, 9619, 9682, 16201, 16235, 18423, 18446, 19387, 19543, 28333]"
strategi,8,[128]
directli,1,"[3391, 5727, 5964, 6363]"
directli,15,"[2758, 3104]"
directli,16,[3644]
directli,17,[1733]
directli,18,"[640, 2296, 2459]"
directli,2,[3858]
directli,21,"[2006, 2046]"
directli,22,"[3631, 4256, 5280, 5956, 10341, 11129]"
directli,25,[924]
directli,26,"[2607, 4526]"
directli,3,[1965]
directli,7,"[699, 1876, 5956, 7130, 7775, 8020, 9943, 14583, 16673, 17019, 17142, 17180, 19813]"
shavlik,1,"[3405, 3463, 6215, 6466, 6509, 8440, 9105, 10556]"
shavlik,7,"[24068, 25712]"
frosst,1,"[3406, 9250]"
frosst,7,"[23027, 27113]"
odens,1,"[3416, 10210]"
zhou,1,"[3418, 10763]"
zhou,16,"[7538, 7932, 9277]"
zhou,18,[3562]
zhou,2,"[4958, 6619]"
zhou,21,"[332, 1366, 1391, 1515, 1520, 1578, 1599, 1620, 1649, 1888, 1915, 1976, 2089, 2567, 3651, 3679, 3974, 4217, 4942, 5386, 6023, 6376, 6380, 6406, 6410]"
zhou,22,"[4533, 5822, 9134, 12051, 13054, 13276, 13314]"
zhou,24,"[2858, 2930, 3251, 3267, 3326]"
zhou,26,"[23, 336, 8325]"
zhou,7,"[23052, 23296, 23490, 23757, 23880, 26900, 28252]"
zhou,8,[4618]
jiang,1,"[3419, 10765]"
jiang,13,"[2818, 4720]"
jiang,14,"[2818, 4720]"
jiang,16,"[7854, 8738, 9200, 9653, 10152]"
jiang,18,[2821]
jiang,2,[6074]
jiang,21,[6437]
jiang,22,[1154]
jiang,24,[3177]
jiang,7,"[23053, 24636, 26110]"
vector,1,"[3426, 4727]"
vector,12,"[1871, 2835, 2967, 3247, 5697, 8161, 10688, 10878, 11038, 11225, 11499, 11657, 11819, 11834, 11849, 11913, 13799, 15116, 15128]"
vector,13,"[1373, 1586, 4100]"
vector,14,"[1373, 1586, 4100]"
vector,15,"[1181, 1212, 1627, 1652, 7452]"
vector,16,"[2178, 2915, 5386, 9474]"
vector,18,[3393]
vector,2,"[2318, 2323, 2399, 3380, 5629, 6298]"
vector,21,"[756, 1152, 1169, 1289, 2477]"
vector,22,"[1779, 1818, 2073, 2252, 4305, 4800, 4813, 4818, 6118, 9049, 9803, 13327]"
vector,23,[870]
vector,24,"[587, 1482, 1487, 3049, 3062, 3072, 3113]"
vector,25,"[2852, 2889]"
vector,26,"[974, 1439, 1825, 1855, 1914, 2139, 2696, 2754, 3143, 3264, 3338, 3530, 5012, 5030, 5036, 5070, 5629, 6561, 7932]"
vector,3,"[174, 1280, 1354, 1380, 1388, 2671]"
vector,7,"[1285, 6006, 8359, 9220, 9757, 9929, 9946, 9966, 10012, 10028, 10054, 10062, 10084, 10088, 10222, 10290, 12280, 13158, 15121, 16111, 22597, 22801, 22976, 23245, 23266, 23289, 23335, 23446, 23467, 23645, 23786, 23808, 23894, 24042, 25577, 25588, 25611, 25629, 25643, 25684, 27400]"
vector,8,"[1016, 1274, 1316, 1336]"
lou,1,"[3428, 3431, 9909, 9924]"
lou,3,[2506]
lou,7,"[22349, 23172, 23690, 24369]"
caruana,1,"[3429, 3432, 9910, 9925]"
caruana,25,[3673]
caruana,3,"[1029, 2505]"
caruana,7,"[22348, 23173, 23688, 24370, 25066, 26301, 26753]"
gehrk,1,"[3430, 3433, 9911, 9926]"
gehrk,3,[2507]
gehrk,7,"[22350, 23174, 24371]"
hooker,1,"[3434, 9927]"
hooker,7,"[23067, 23175, 23689, 23881, 25132]"
noninterpret,1,[3436]
noninterpret,2,[2935]
noninterpret,7,[2674]
5in,1,"[3438, 8433]"
previou,1,"[3447, 7814]"
previou,13,"[2483, 3665]"
previou,14,"[2483, 3665]"
previou,15,[2236]
previou,16,"[1941, 3363, 3671, 3683, 6362]"
previou,17,[5082]
previou,21,"[979, 1443]"
previou,22,[6598]
previou,24,[1178]
previou,25,[487]
previou,7,"[221, 1351, 2411, 5308, 6645, 10457, 13740, 17195, 17322, 20293, 20522]"
previou,8,[1872]
black,1,"[3453, 8539, 9428, 10689]"
black,12,[2670]
black,17,[4303]
black,2,"[110, 682, 5238, 5484, 5649]"
black,22,[915]
black,25,"[2908, 2973]"
black,3,"[582, 2614]"
black,7,"[8234, 14472, 21745, 21938, 22760, 23084, 23528, 23991, 24149, 25072, 25136, 25193, 25220, 25283, 25302, 25367, 25446, 25469, 26805, 27182, 27831]"
black,8,[3034]
box,1,"[3454, 8540, 9429, 10690]"
box,12,"[612, 1770, 1785, 2299, 2671, 10108, 10778, 10792, 10989, 11472, 11713]"
box,15,"[4505, 4511]"
box,16,[6761]
box,2,"[111, 683, 1186, 5239, 5485, 5650]"
box,22,[916]
box,3,"[583, 2615, 2694]"
box,7,"[4210, 8235, 8485, 14473, 21746, 21939, 22761, 23085, 23529, 23992, 24150, 25073, 25137, 25194, 25221, 25284, 25303, 25368, 25447, 25470, 26806, 27183, 27832]"
box,8,[3035]
box,9,[2544]
net,1,"[3460, 6397, 8528]"
net,12,"[148, 5127]"
net,13,"[2368, 4541]"
net,14,"[2368, 4541]"
net,15,[7237]
net,16,"[2931, 6151, 6692, 7627, 8342, 9414]"
net,2,"[4738, 4883, 5967, 6459]"
net,21,[5225]
net,22,[12913]
net,23,[2100]
net,25,"[594, 1734, 1741, 1757, 1767, 1775, 1789, 2372, 2559, 3620]"
net,7,"[24024, 26759, 27094, 27331]"
towel,1,"[3462, 6214, 10555]"
towel,7,[25711]
friedman,1,"[3468, 9225]"
friedman,13,"[2814, 4527, 4603, 5042]"
friedman,14,"[2814, 4527, 4603, 5042]"
friedman,22,"[6664, 8467, 10618, 11571, 11733]"
friedman,9,[1952]
variabl,1,"[3474, 3722, 8538]"
variabl,12,"[2382, 2776, 2833, 2947, 2962, 4965, 5002, 5013, 5125, 5155, 5174, 8522, 9378, 11056, 11346, 12177, 12429, 13449, 13555, 15226, 15617]"
variabl,13,"[582, 1110, 1119, 1262, 1589, 3177, 3248, 3264, 3472, 3705, 4765, 4935, 5371]"
variabl,14,"[582, 1110, 1119, 1262, 1589, 3177, 3248, 3264, 3472, 3705, 4765, 4935, 5371]"
variabl,15,[7989]
variabl,16,"[546, 944, 1489, 1496, 1542, 6005, 7640]"
variabl,17,[4250]
variabl,2,"[3763, 3798, 3814]"
variabl,21,[2883]
variabl,22,"[2905, 2969, 3062, 3150, 3162, 10246, 10248, 10253, 10256, 11609, 12290, 13142, 13163]"
variabl,26,"[840, 843, 1200, 4155, 7092, 7289]"
variabl,3,"[1542, 1571, 1577, 1579]"
variabl,7,"[799, 3386, 3411, 5044, 5224, 5241, 5250, 5443, 5452, 5471, 5788, 5803, 5823, 5835, 5933, 5951, 5953, 5965, 6170, 6255, 6472, 7316, 7331, 7345, 7359, 7516, 7563, 7608, 7643, 8355, 9473, 9496, 9512, 9551, 10234, 10595, 13631, 15177, 17292, 17316, 17345, 17421, 17642, 17675, 17913, 18109, 18130, 20312, 22765, 23990, 24432, 25518]"
variabl,8,"[801, 1213]"
variabl,9,[328]
outcom,1,"[3476, 3513, 4031, 4074, 4119, 4448]"
outcom,26,"[2402, 6059]"
outcom,7,"[6090, 16293, 17304, 17427, 18097, 18549, 18558, 19406, 22580]"
outcom,8,"[50, 118, 867, 928, 2003, 2220, 2966, 3211, 4430, 4579]"
outcom,9,"[272, 958, 1819, 1879, 2492]"
linear,1,"[3483, 3484, 3726, 3946, 3982, 4247]"
linear,12,"[575, 624, 891, 1046, 1713, 3799, 3874, 4009, 4338, 4438, 4482, 4692, 4856, 5416, 5483, 5641, 5696, 6038, 6296, 6367, 8006, 8142, 8347, 9113, 9174, 9321, 9620, 10570, 12713, 12774, 12779, 12861, 13350, 13491, 13543, 14325, 14769, 14962, 15100, 15565]"
linear,13,"[55, 1041, 1247, 1574, 3209, 4000, 5286]"
linear,14,"[55, 1041, 1247, 1574, 3209, 4000, 5286]"
linear,15,"[409, 428, 449, 1541, 2437, 2439, 2472, 2578, 2581, 3031, 5200, 6262, 6265, 6997, 7031]"
linear,16,"[1171, 1444, 1457, 2218]"
linear,17,"[4547, 4669, 4678]"
linear,2,"[1619, 1625, 2818]"
linear,21,"[2082, 2107, 2169, 2547]"
linear,22,"[450, 3157, 3169, 3579, 3667, 3686, 5167, 5238, 6017, 6213, 6255, 7720, 7913, 7943, 9644, 10140, 10432, 12819]"
linear,24,"[762, 827, 1741, 2116]"
linear,25,[1174]
linear,26,"[5627, 5843, 5875, 5929, 5995, 6046, 7943]"
linear,7,"[4445, 4617, 5455, 5465, 5515, 6243, 6500, 7311, 8115, 8286, 10162, 10267, 10957, 11978, 12884, 22799, 23444, 24806]"
linear,8,"[1276, 1295, 1312]"
regress,1,"[3485, 3727, 3947, 3983, 9916]"
regress,12,"[1398, 1867, 2009, 2149, 5708, 5718, 8688, 9232, 10894, 12975, 13131, 15163, 15473, 15511]"
regress,13,"[110, 959, 1033, 1282, 1555, 1561, 1612, 1699, 1726, 2691, 2893, 3171, 3254, 3728, 4006, 4101, 4484, 5184, 5337, 5368]"
regress,14,"[110, 959, 1033, 1282, 1555, 1561, 1612, 1699, 1726, 2691, 2893, 3171, 3254, 3728, 4006, 4101, 4484, 5184, 5337, 5368]"
regress,15,"[191, 236, 818, 1178, 1182, 1430, 3487, 5208, 7456, 7622, 7641, 7685, 7709, 7734]"
regress,16,"[585, 8294, 9475]"
regress,22,"[672, 680, 682, 4806, 5239, 9773, 10463, 11781, 11900, 12671, 13139]"
regress,24,"[663, 2069, 2090]"
regress,25,[1429]
regress,26,"[2534, 3165, 7752]"
regress,3,[753]
regress,7,"[5433, 5435, 5456, 5516, 6103, 6244, 6323, 6501, 6808, 8287, 9821, 10223, 13816, 22961, 22977, 23631, 24356, 24377, 24434, 24444, 24459, 24471, 24491, 24732, 26273]"
regress,8,"[808, 1240, 1272, 1277, 1289, 1300, 1317, 1920]"
regress,9,[901]
margin,1,"[3492, 3548]"
margin,24,"[817, 3186]"
margin,26,"[1170, 1188, 1220, 1266, 1404, 1409, 1543, 1640, 1788, 1873, 1904, 1961, 1973, 2149, 2210, 4531, 4539, 7875, 7899]"
margin,7,"[5970, 9841, 9851, 10292, 10300, 10312, 10433]"
so,1,"[3501, 4580, 4888, 6570]"
so,11,[374]
so,12,"[1344, 1397, 1942, 6847, 8911]"
so,13,[2453]
so,14,[2453]
so,15,"[1433, 1971, 6473]"
so,16,"[209, 4731]"
so,17,"[754, 1744, 2121, 2219, 2691, 2748, 2996, 3174, 3401, 4107, 4254, 4525, 4975, 5056, 5321, 5457, 5662, 5773]"
so,2,[2827]
so,21,[5753]
so,22,"[3723, 8941, 10862]"
so,24,"[134, 2640]"
so,25,"[942, 1819, 2101, 2910, 3141]"
so,26,"[1731, 2571, 3237, 4903, 6837, 7099, 7177]"
so,7,"[3093, 3157, 3470, 5837, 5885, 5893, 5925, 5963, 5971, 5984, 6286, 10519, 12212, 12302, 13262, 13366, 13399, 14980, 19979, 20447, 20754, 21368, 22953]"
onew,1,[3518]
2d,1,[3527]
2d,21,[2476]
2d,23,[1530]
2d,26,[6456]
3d,1,[3529]
uncorrel,1,[3534]
accumul,1,"[3537, 3851]"
accumul,15,"[4095, 4164]"
accumul,21,[2010]
accumul,8,"[15, 240]"
distribu,1,[3549]
distribu,12,[8393]
apley,1,"[3551, 3910, 8532]"
apley,7,[23985]
zhu,1,"[3552, 3911, 8533]"
zhu,13,"[1432, 5400]"
zhu,14,"[1432, 5400]"
zhu,15,"[7411, 7658]"
zhu,16,"[7660, 9315]"
zhu,17,[6323]
zhu,18,[3020]
zhu,21,"[4835, 5171]"
zhu,22,"[4569, 13331]"
zhu,24,[3108]
zhu,3,"[2867, 2885]"
zhu,7,"[21792, 22424, 23540, 23583, 25997, 26167, 27102]"
individu,1,[3565]
individu,11,[984]
individu,12,"[3502, 8257]"
individu,15,"[1354, 3236, 3305, 3418, 3517, 4812, 4843, 5451, 8060]"
individu,16,[5176]
individu,18,[1290]
individu,2,"[2078, 2252, 2261, 2304, 2347, 3385, 3585, 3613, 3728, 4928, 5406]"
individu,21,[1611]
individu,22,"[2042, 2104, 2199, 3233, 5333, 5743]"
individu,23,[1676]
individu,24,[751]
individu,3,[2484]
individu,7,"[5590, 6571, 8946, 11839, 15477, 16268, 16425, 16703, 17368, 17448, 17473, 17789, 18037, 18297, 19782, 25250, 25336, 25394, 25437, 25454, 25658, 26293, 27992]"
individu,8,"[1899, 3429]"
individu,9,"[1367, 1372]"
surrog,1,"[3574, 3668, 3693, 3775, 6705]"
surrog,2,"[600, 2813, 2883, 2908, 2921]"
intrins,1,[3577]
intrins,2,[1627]
intrins,22,"[1397, 6648, 8251]"
exploit,1,"[3592, 5384]"
exploit,12,[5618]
exploit,15,[617]
exploit,17,"[5374, 5615]"
exploit,21,"[1225, 1311, 1920]"
exploit,22,"[1870, 2870, 3913, 3951, 4862]"
exploit,24,"[883, 1217]"
exploit,25,[42]
exploit,7,"[8757, 18805]"
exploit,8,[3682]
time,1,"[3600, 4408, 7179]"
time,11,"[0, 703, 1154, 1174]"
time,12,"[2, 38, 76, 84, 182, 230, 250, 258, 340, 528, 728, 962, 1243, 1640, 1663, 1669, 1682, 1729, 1747, 1811, 1830, 1857, 2429, 2543, 2650, 2744, 2904, 3167, 3248, 3285, 3603, 3631, 3780, 3800, 3857, 4035, 4081, 4149, 4186, 4292, 4339, 4344, 4356, 4409, 4427, 4491, 4538, 4624, 5007, 5357, 5455, 5515, 5691, 5837, 6118, 6174, 6671, 6674, 6872, 6894, 7009, 7118, 7191, 7982, 8052, 8237, 8495, 8617, 8890, 8909, 8918, 8963, 8975, 9041, 9196, 9382, 9402, 9438, 9453, 9460, 9512, 9526, 9532, 9704, 9845, 9911, 9989, 10110, 10137, 10147, 10193, 10280, 10333, 10674, 10691, 10780, 10795, 10849, 10911, 10973, 11262, 11287, 11307, 11328, 11488, 11550, 11577, 11621, 11634, 11684, 11699, 11925, 12060, 12110, 12160, 12208, 12216, 12350, 12389, 12401, 12406, 12444, 12519, 12530, 12569, 12592, 12612, 12645, 12668, 12684, 12700, 12761, 12801, 12811, 12900, 12922, 12978, 13162, 13237, 13482, 13494, 13535, 13586, 13594, 13715, 13723, 13753, 13835, 14139, 14312, 14357, 14559, 14634, 14965, 14985, 15012, 15103, 15255, 15265, 15310, 15401, 15427, 15444, 15518, 15571, 15633]"
time,13,"[390, 3721, 4247, 4705, 4947, 5335]"
time,14,"[390, 3721, 4247, 4705, 4947, 5335]"
time,15,"[160, 383, 413, 740, 795, 933, 1065, 1468, 1983, 2043, 2084, 2250, 2328, 2433, 2776, 3213, 3237, 3258, 3490, 3578, 3662, 3784, 3972, 4029, 4186, 4288, 4296, 4309, 4331, 4341, 4352, 4372, 4545, 4569, 4836, 5890, 6401, 6435, 6485, 6528, 6540, 6770, 6975, 6988, 7084, 7099, 7120, 7140, 7232, 7257, 7288, 7323, 7347, 7403, 7526, 7560, 7668, 7745, 7763, 7957, 7975, 7991, 8009, 8026, 8171]"
time,16,"[4, 20, 69, 92, 143, 185, 413, 418, 425, 519, 530, 550, 555, 640, 697, 729, 792, 811, 838, 857, 875, 888, 891, 899, 913, 923, 927, 940, 942, 949, 967, 979, 1023, 1044, 1051, 1080, 1094, 1097, 1141, 1167, 1193, 1207, 1290, 1301, 1317, 1346, 1397, 1406, 1437, 1452, 1462, 1481, 1487, 1528, 1544, 1614, 1627, 1678, 1698, 1727, 1736, 1741, 1750, 1759, 1774, 1842, 1880, 1903, 1917, 1922, 1947, 1962, 1986, 2000, 2097, 2106, 2339, 2441, 2449, 2478, 2490, 2492, 2505, 2568, 2580, 3083, 3154, 3228, 3244, 3378, 3650, 3812, 3856, 3897, 3920, 4407, 4428, 4865, 5278, 5429, 5594, 5610, 5696, 5727, 5749, 5882, 5980, 6042, 6179, 6189, 6212, 6318, 6328, 6422, 6474, 6482, 6531, 6689, 6754, 6765, 6789, 6813, 6829, 6882, 6894, 6924, 6937, 6942, 6966, 6983, 6999, 7030, 7044, 7070, 7241, 7525, 8281, 8296, 8496, 8534, 8557, 8578, 8667, 8679, 8820, 8841, 8871, 8887, 8909, 9108, 9244, 9290, 9358, 9552, 9562, 9656, 9815, 9871, 9902, 9963, 9990, 10031, 10112, 10145, 10214, 10242, 10284, 10339, 10357, 10433, 10498]"
time,17,"[53, 305, 588, 638, 746, 845, 1105, 1110, 1143, 1169, 1224, 1253, 2155, 2224, 2240, 2245, 2248, 2310, 2320, 2352, 2569, 2676, 2679, 2698, 2727, 3048, 3072, 3159, 3266, 3348, 3368, 3370, 3381, 3460, 3555, 3689, 3876, 4114, 4203, 4212, 4284, 4287, 4312, 4319, 4335, 4942, 4981, 5332, 5344, 5451, 5670, 5819]"
time,18,"[1749, 2399]"
time,2,"[77, 4323]"
time,21,"[1, 72, 90, 97, 107, 120, 143, 151, 183, 303, 316, 324, 362, 396, 440, 443, 455, 461, 474, 499, 525, 534, 545, 561, 573, 594, 601, 608, 615, 626, 645, 656, 912, 927, 1027, 1031, 1052, 1079, 1087, 1110, 1120, 1126, 1139, 1164, 1172, 1204, 1219, 1230, 1258, 1316, 1322, 1451, 1460, 1526, 1535, 1553, 1563, 1615, 1646, 1685, 1733, 1743, 1765, 1774, 1787, 1813, 1828, 1851, 1897, 2033, 2042, 2083, 2136, 2297, 2326, 2413, 2429, 2469, 2485, 2562, 2585, 2604, 2641, 2676, 2710, 2734, 2829, 2912, 2925, 3004, 3023, 3038, 3064, 3194, 3270, 3282, 3402, 3441, 3492, 3506, 3569, 3622, 3632, 3658, 3686, 3863, 4002, 4049, 4065, 4084, 4138, 4188, 4221, 4319, 4330, 4335, 4428, 4433, 4464, 4471, 4491, 4505, 4550, 4575, 4583, 4653, 4684, 4690, 4768, 4794, 4844, 4920, 4952, 4972, 5028, 5292, 5321, 5402, 5474, 5503, 5525, 5552, 5582, 5606, 5661, 5684, 5711, 5773, 5815, 5838, 5909, 5934, 5958, 6007, 6028, 6058, 6167, 6209, 6251, 6293, 6314, 6335, 6369, 6402]"
time,22,"[745, 4731, 8883, 8929, 8932, 8955, 9065, 9400, 9463, 9529, 10384, 10436]"
time,23,"[497, 828, 888, 1062, 1090, 2005]"
time,24,[2261]
time,25,"[256, 260, 309, 419, 2503, 3137]"
time,26,"[2060, 4557, 5913, 6153]"
time,3,[1811]
time,7,"[963, 1935, 2144, 3427, 4383, 5557, 6196, 6211, 8015, 11219, 12073, 12240, 12794, 13500, 14951, 16238, 17709, 18303, 20082, 20775, 20953, 21222, 22386, 25280, 26260, 27421]"
time,8,"[859, 1617, 1704, 1811, 2155, 2949]"
time,9,"[400, 423]"
perturb,1,"[3607, 3675, 3793]"
perturb,2,"[2739, 3034, 3153, 3211, 3213, 3223, 3296, 3303, 3314, 3748, 3758, 3772, 3792, 3838, 5242]"
perturb,22,"[5814, 10789, 10806, 10917]"
perturb,26,"[2488, 2504, 2521, 2582, 2617, 2832, 6641]"
perturb,7,"[787, 840, 11942, 11956, 11970, 23088]"
new,1,"[3613, 3658, 3665, 4753, 5010, 6825, 8655, 8842, 8899, 9131, 9464, 9592, 9817, 10084, 10311, 10386, 10501, 10624, 10652, 10748]"
new,12,"[763, 797, 985, 1777, 1791, 1918, 2874, 3448, 4610, 6811, 9184, 9575, 9689, 9891, 10036, 10127, 10174, 10515, 11609, 12005, 12122, 12219, 12711, 12853, 13589, 13610, 14047, 14244, 14331, 14396, 14653, 15486, 15558]"
new,15,"[3608, 7486, 7574, 7874, 7900]"
new,16,"[174, 221, 268, 616, 666, 2544, 2778, 4562, 5238, 5953, 7924, 9261, 9865]"
new,17,"[117, 1397, 1487, 3193]"
new,18,"[2118, 2676]"
new,2,"[449, 542, 556, 1393, 1521, 1542, 1604, 1696]"
new,21,"[487, 1784, 1833, 1844, 1869, 2508, 4696]"
new,22,"[1604, 2075, 3133, 3352, 3443, 3544, 3820, 3837, 4850, 6076, 6161, 8988, 9059, 9068, 9080, 9110, 9202, 9532, 9536, 9552, 9565, 9672, 9699, 9856, 9860, 9952, 10912, 10925, 11176, 12337, 13018]"
new,23,[722]
new,25,"[2510, 3171, 3772]"
new,26,"[45, 618, 6137, 7854, 8167]"
new,3,"[385, 516, 526, 889, 2799]"
new,7,"[433, 3028, 5149, 5158, 6899, 10929, 10974, 13279, 13832, 13894, 13916, 14212, 15730, 15760, 19084, 20437, 20458, 20582, 20929, 21750, 22037, 23127, 24730, 26918, 27023, 27639, 28371]"
new,8,"[541, 776, 843, 1702, 3974, 4253]"
new,9,"[247, 1526]"
feed,1,[3616]
feed,16,"[104, 2021, 2026, 10457]"
feed,17,[1538]
feed,7,[11558]
perturbedconfalonieri,1,[3620]
7o,1,[3623]
weight,1,"[3671, 6367, 10151]"
weight,12,"[1109, 6101, 8107, 8149, 8171, 8199, 8227, 8245, 8276, 8283, 8293, 8375, 8377, 10261, 10448, 10649, 14825]"
weight,13,"[2013, 2570]"
weight,14,"[2013, 2570]"
weight,15,[3562]
weight,16,"[2083, 2125, 2149, 2190, 2552, 2647, 2879, 2892, 3114, 3126, 3237, 3254, 3477, 3860, 4631, 4697, 4727, 7025, 7575]"
weight,17,[3062]
weight,18,[2586]
weight,2,[2953]
weight,21,"[1407, 3477]"
weight,22,"[4880, 5257, 6610, 6863, 7966, 8605, 8642, 8713, 9048, 10235, 10967]"
weight,24,"[844, 1269, 1538]"
weight,26,"[63, 129, 139, 141, 248, 561, 622, 697, 728, 802, 819, 1438, 1442, 1498, 1515, 1519, 1525, 1794, 1854, 1913, 1918, 2000, 2010, 2129, 2138, 2235, 2246, 2352, 2405, 2420, 2574, 2690, 2695, 2707, 2753, 2764, 2794, 3032, 3050, 3068, 3263, 3317, 3334, 3336, 3344, 3529, 3557, 3580, 3610, 3639, 3687, 3713, 3734, 3750, 3843, 3851, 3865, 3874, 3916, 3937, 4334, 4340, 4417, 4446, 4529, 4537, 4583, 4623, 4640, 4645, 4653, 4670, 4684, 4691, 4696, 4763, 4778, 4784, 4858, 4862, 4873, 4897, 4907, 4926, 4957, 4992, 5011, 5029, 5232, 5262, 5306, 5310, 5330, 5421, 5665, 5682, 5694, 5730, 6067, 6146, 6157, 6247, 6558, 6564, 6573, 6593, 7051, 7236, 7369, 7432]"
weight,7,"[2488, 4719, 8409, 10264, 10289, 10475, 11284, 11987, 11997, 12283, 12687, 12761, 17850]"
weight,9,[1613]
proxim,1,"[3673, 4130, 7515]"
proxim,21,[6274]
proxim,22,"[4463, 11854]"
proxim,7,[1222]
low,1,"[3698, 3709]"
low,12,"[6139, 7627, 14310, 14355]"
low,13,[1722]
low,14,[1722]
low,16,"[4411, 4415, 4853, 4854]"
low,17,"[1743, 3217]"
low,18,[1309]
low,2,"[751, 3308, 3461, 4430, 4503]"
low,22,"[442, 5347, 5349]"
low,23,[1423]
low,25,[3893]
low,26,"[1135, 1350, 2606]"
low,7,"[13843, 13845]"
low,8,[2364]
num,1,[3699]
num,13,[1492]
num,14,[1492]
num,15,[591]
num,16,[1476]
num,21,[1432]
ber,1,[3700]
ber,13,[1493]
ber,14,[1493]
ber,15,[592]
ber,16,[1477]
ber,21,[1433]
keep,1,[3704]
keep,13,[2459]
keep,14,[2459]
keep,15,"[3820, 5826]"
keep,16,[2735]
keep,17,"[563, 708, 3764, 4061, 4514, 4611, 5085, 5115, 5242]"
keep,22,"[4063, 10722]"
keep,7,"[5175, 6929, 12751, 14638, 14908, 18428]"
keep,8,[1696]
howev,1,"[3728, 7091, 7387]"
howev,11,"[18, 401, 566]"
howev,12,"[633, 1579, 1955, 2450, 4095, 4295, 5232, 5472, 6305, 6740, 7132, 7364, 7433, 7601, 8026, 9714]"
howev,13,"[137, 571, 600, 2842, 2894]"
howev,14,"[137, 571, 600, 2842, 2894]"
howev,15,"[218, 386, 562, 756, 1459, 2378, 3208, 3248, 3509, 4059, 5034, 6049, 6501, 6629]"
howev,16,"[600, 1274, 1908, 3206, 3882, 4109, 4129, 4620, 6321]"
howev,17,"[577, 875, 972, 2034, 2476, 2638, 3010, 3304, 4352, 4526, 4633, 4831, 4970, 5128, 5361]"
howev,2,"[97, 1180, 3018, 3868, 3944, 4371, 4560]"
howev,21,"[2624, 4458]"
howev,22,"[605, 999, 1031, 1350, 1405, 2586, 4100, 4428, 4498, 4698, 4725, 6719, 7280, 7452, 9385, 9863, 10975, 11117]"
howev,24,"[846, 869, 942, 2628]"
howev,25,"[1674, 2012]"
howev,26,"[1501, 2056, 2550, 4228, 4494, 5902]"
howev,3,"[185, 511, 1227, 1294, 1664, 1940, 2401]"
howev,7,"[737, 2134, 2183, 2262, 2528, 2921, 3121, 3264, 3361, 3466, 3664, 4477, 4544, 4771, 5449, 5491, 6336, 6689, 7110, 7630, 9184, 9595, 10478, 10596, 10674, 13720, 14794, 14933, 17213, 19748, 19984, 20244, 20577]"
howev,8,"[244, 521, 678, 888, 1661, 2839]"
howev,9,"[175, 217, 277, 305, 447, 1473]"
sampl,1,"[3729, 5743, 5772]"
sampl,12,"[1525, 2324, 2395, 2941, 4111, 4117, 5810, 6062, 7253, 7269, 9516, 11859, 13858]"
sampl,13,"[1829, 1839, 2696]"
sampl,14,"[1829, 1839, 2696]"
sampl,15,"[549, 1584, 1605, 1630, 1655, 1686, 1703, 1743, 1763, 1840, 2795, 3176, 3247, 3291, 3343, 3383, 3406, 3822, 3844, 3921, 4009, 4315, 4650, 4689, 4728, 5665, 5671, 5861, 5869, 5886, 6301, 6304]"
